Date,Price
,INDA
2015-07-27,26.580425262451172
2015-07-28,26.63350486755371
2015-07-29,26.916553497314453
2015-07-30,26.95193862915039
2015-07-31,27.48265838623047
2015-08-03,27.19076156616211
2015-08-04,27.37651824951172
2015-08-05,27.76571273803711
2015-08-06,27.571115493774414
2015-08-07,27.553424835205078
2015-08-10,27.571115493774414
2015-08-11,27.031545639038086
2015-08-12,26.368141174316406
2015-08-13,26.536205291748047
2015-08-14,27.040390014648438
2015-08-17,26.695417404174805
2015-08-18,26.615812301635742
2015-08-19,26.721954345703125
2015-08-20,26.040863037109375
2015-08-21,25.306692123413086
2015-08-24,23.70567512512207
2015-08-25,23.97988510131836
2015-08-26,24.554832458496094
2015-08-27,25.333229064941406
2015-08-28,25.0678653717041
2015-08-31,24.846731185913086
2015-09-01,23.97988510131836
2015-09-02,24.307161331176758
2015-09-03,24.537141799926758
2015-09-04,23.652603149414062
2015-09-08,24.08602523803711
2015-09-09,23.935657501220703
2015-09-10,24.130258560180664
2015-09-11,24.492916107177734
2015-09-14,24.4752254486084
2015-09-15,24.59906005859375
2015-09-16,25.005950927734375
2015-09-17,25.04132843017578
2015-09-18,24.69635772705078
2015-09-21,24.873268127441406
2015-09-22,24.351390838623047
2015-09-23,24.2629337310791
2015-09-24,24.466379165649414
2015-09-25,24.448688507080078
2015-09-28,24.06833267211914
2015-09-29,24.43099594116211
2015-09-30,25.271310806274414
2015-10-01,25.0678653717041
2015-10-02,25.51898193359375
2015-10-05,26.18238639831543
2015-10-06,25.8727970123291
2015-10-07,26.155847549438477
2015-10-08,26.2000789642334
2015-10-09,26.173540115356445
2015-10-12,25.83741569519043
2015-10-13,25.563209533691406
2015-10-14,25.6428165435791
2015-10-15,25.8551025390625
2015-10-16,26.19123077392578
2015-10-19,26.102773666381836
2015-10-20,26.120471954345703
2015-10-21,25.8551025390625
2015-10-22,26.412364959716797
2015-10-23,26.430055618286133
2015-10-26,26.111621856689453
2015-10-27,25.802034378051758
2015-10-28,25.616281509399414
2015-10-29,25.32438087463379
2015-10-30,25.191696166992188
2015-11-02,25.359764099121094
2015-11-03,25.44821548461914
2015-11-04,25.112091064453125
2015-11-05,24.846731185913086
2015-11-06,24.846731185913086
2015-11-09,24.121408462524414
2015-11-10,23.962188720703125
2015-11-11,23.935657501220703
2015-11-12,23.88258171081543
2015-11-13,23.794126510620117
2015-11-16,24.307161331176758
2015-11-17,24.050647735595703
2015-11-18,24.00641632080078
2015-11-19,24.11256217956543
2015-11-20,24.27177619934082
2015-11-23,23.99757194519043
2015-11-24,24.139101028442383
2015-11-25,24.06833267211914
2015-11-27,24.077180862426758
2015-11-30,24.28946876525879
2015-12-01,24.39561653137207
2015-12-02,23.99757194519043
2015-12-03,23.652603149414062
2015-12-04,23.92680549621582
2015-12-07,23.59068489074707
2015-12-08,23.36070442199707
2015-12-09,23.18379783630371
2015-12-10,23.39608383178711
2015-12-11,22.900745391845703
2015-12-14,23.334165573120117
2015-12-15,23.608375549316406
2015-12-16,24.077180862426758
2015-12-17,24.11256217956543
2015-12-18,24.08602523803711
2015-12-21,24.353347778320312
2015-12-22,24.282062530517578
2015-12-23,24.629589080810547
2015-12-24,24.56721305847168
2015-12-28,24.58502960205078
2015-12-29,24.531570434570312
2015-12-30,24.353347778320312
2015-12-31,24.50483512878418
2016-01-04,23.988004684448242
2016-01-05,24.219688415527344
2016-01-06,23.863258361816406
2016-01-07,23.1058349609375
2016-01-08,23.0078125
2016-01-11,23.248403549194336
2016-01-12,23.141475677490234
2016-01-13,22.936525344848633
2016-01-14,23.12364959716797
2016-01-15,22.43752098083496
2016-01-19,22.428607940673828
2016-01-20,22.134552001953125
2016-01-21,22.01871109008789
2016-01-22,22.59791374206543
2016-01-25,22.268211364746094
2016-01-26,22.517719268798828
2016-01-27,22.32167625427246
2016-01-28,22.455341339111328
2016-01-29,23.150386810302734
2016-02-01,23.061275482177734
2016-02-02,22.41078758239746
2016-02-03,22.695932388305664
2016-02-04,22.704845428466797
2016-02-05,22.669200897216797
2016-02-08,22.446430206298828
2016-02-09,22.05435562133789
2016-02-10,21.760295867919922
2016-02-11,21.10980224609375
2016-02-12,21.42168426513672
2016-02-16,21.350391387939453
2016-02-17,21.795936584472656
2016-02-18,21.644451141357422
2016-02-19,21.689006805419922
2016-02-22,22.098907470703125
2016-02-23,21.47515106201172
2016-02-24,21.466236114501953
2016-02-25,21.42168426513672
2016-02-26,21.181093215942383
2016-02-29,21.403860092163086
2016-03-01,22.464248657226562
2016-03-02,22.8652400970459
2016-03-03,23.0701904296875
2016-03-04,23.390979766845703
2016-03-07,23.248403549194336
2016-03-08,22.972171783447266
2016-03-09,23.239490509033203
2016-03-10,23.016727447509766
2016-03-11,23.444442749023438
2016-03-14,23.30187225341797
2016-03-15,22.954349517822266
2016-03-16,23.42662239074707
2016-03-17,23.417713165283203
2016-03-18,23.62265968322754
2016-03-21,23.970184326171875
2016-03-22,23.809791564941406
2016-03-23,23.774147033691406
2016-03-24,23.756324768066406
2016-03-28,23.676130294799805
2016-03-29,23.863258361816406
2016-03-30,24.06821060180664
2016-03-31,24.166223526000977
2016-04-01,24.077117919921875
2016-04-04,24.03255844116211
2016-04-05,23.542465209960938
2016-04-06,23.720680236816406
2016-04-07,23.1592960357666
2016-04-08,23.30187225341797
2016-04-11,23.756324768066406
2016-04-12,24.094938278198242
2016-04-13,24.362262725830078
2016-04-14,24.397903442382812
2016-04-15,24.451370239257812
2016-04-18,24.56721305847168
2016-04-19,24.896913528442383
2016-04-20,24.58502960205078
